sintomas,enfermedad
"aumento de peso y memoria deficiente, y además presenta otros signos.",Hipotiroidismo
"Sufre de memoria deficiente, aumento de peso, cabello fino y piel seca.",Hipotiroidismo
"Muestra signos de piel seca, cabello fino y memoria deficiente.",Hipotiroidismo
El paciente presenta piel seca y memoria deficiente.,Hipotiroidismo
"Los síntomas incluyen aumento de peso, depresión, fatiga, estreñimiento y dolor en las articulaciones.",Hipotiroidismo
"Tiene síntomas como piel seca, cabello fino, debilidad muscular, depresión y estreñimiento.",Hipotiroidismo
"Sufre de estreñimiento, aumento de peso, memoria deficiente, colesterol alto y cabello fino.",Hipotiroidismo
"piel seca, memoria deficiente y depresión, y además presenta otros signos.",Hipotiroidismo
"Se queja de cabello fino, colesterol alto y debilidad muscular.",Hipotiroidismo
"Muestra signos de dolor en las articulaciones, piel seca, colesterol alto y cabello fino.",Hipotiroidismo
Los síntomas incluyen piel seca y debilidad muscular.,Hipotiroidismo
"Reporta tener debilidad muscular, aumento de peso, dolor en las articulaciones, memoria deficiente y cabello fino.",Hipotiroidismo
"Tiene síntomas como depresión, aumento de peso, fatiga, colesterol alto y piel seca.",Hipotiroidismo
"Los síntomas incluyen aumento de peso, dolor en las articulaciones, frío constante, cabello fino y fatiga.",Hipotiroidismo
"Sufre de colesterol alto, frío constante, piel seca y depresión.",Hipotiroidismo
"Los síntomas incluyen frío constante, debilidad muscular, depresión, estreñimiento y aumento de peso.",Hipotiroidismo
Experimenta depresión y estreñimiento de forma recurrente.,Hipotiroidismo
Tiene síntomas como colesterol alto y dolor en las articulaciones.,Hipotiroidismo
"depresión, frío constante, aumento de peso y fatiga, y además presenta otros signos.",Hipotiroidismo
"colesterol alto, dolor en las articulaciones, depresión y piel seca, y además presenta otros signos.",Hipotiroidismo
"Reporta tener memoria deficiente, piel seca y fatiga.",Hipotiroidismo
"Los síntomas incluyen debilidad muscular, depresión, frío constante, dolor en las articulaciones y piel seca.",Hipotiroidismo
"Muestra signos de fatiga, memoria deficiente, piel seca y colesterol alto.",Hipotiroidismo
"El paciente presenta fatiga, cabello fino y dolor en las articulaciones.",Hipotiroidismo
Muestra signos de memoria deficiente y frío constante.,Hipotiroidismo
"Experimenta piel seca, colesterol alto y memoria deficiente de forma recurrente.",Hipotiroidismo
"Los síntomas incluyen fatiga, estreñimiento, depresión, dolor en las articulaciones y debilidad muscular.",Hipotiroidismo
"Reporta tener depresión, cabello fino, frío constante y colesterol alto.",Hipotiroidismo
"Experimenta colesterol alto, dolor en las articulaciones, estreñimiento y frío constante de forma recurrente.",Hipotiroidismo
"Se queja de debilidad muscular, depresión, estreñimiento, memoria deficiente y fatiga.",Hipotiroidismo
Sufre de estreñimiento y fatiga.,Hipotiroidismo
El cuadro clínico incluye memoria deficiente y cabello fino.,Hipotiroidismo
"El paciente presenta frío constante, memoria deficiente y piel seca.",Hipotiroidismo
Experimenta frío constante y cabello fino de forma recurrente.,Hipotiroidismo
Los síntomas incluyen piel seca y aumento de peso.,Hipotiroidismo
"Los síntomas incluyen fatiga, memoria deficiente y aumento de peso.",Hipotiroidismo
"Sufre de memoria deficiente, piel seca y frío constante.",Hipotiroidismo
"colesterol alto, fatiga y memoria deficiente, y además presenta otros signos.",Hipotiroidismo
Muestra signos de memoria deficiente y cabello fino.,Hipotiroidismo
"Muestra signos de depresión, cabello fino, estreñimiento, debilidad muscular y piel seca.",Hipotiroidismo
Los síntomas incluyen colesterol alto y dolor en las articulaciones.,Hipotiroidismo
"Los síntomas incluyen aumento de peso, dolor en las articulaciones y fatiga.",Hipotiroidismo
"piel seca, depresión, estreñimiento, frío constante y debilidad muscular, y además presenta otros signos.",Hipotiroidismo
"Tiene síntomas como cabello fino, depresión, dolor en las articulaciones y memoria deficiente.",Hipotiroidismo
"El cuadro clínico incluye aumento de peso, fatiga, dolor en las articulaciones, estreñimiento y cabello fino.",Hipotiroidismo
Muestra signos de depresión y memoria deficiente.,Hipotiroidismo
"El cuadro clínico incluye estreñimiento, depresión, frío constante, colesterol alto y debilidad muscular.",Hipotiroidismo
"Muestra signos de dolor en las articulaciones, colesterol alto, frío constante y piel seca.",Hipotiroidismo
"El paciente presenta colesterol alto, cabello fino, frío constante, dolor en las articulaciones y piel seca.",Hipotiroidismo
"cabello fino, aumento de peso, depresión, frío constante y debilidad muscular, y además presenta otros signos.",Hipotiroidismo
"Reporta tener cabello fino, depresión y debilidad muscular.",Hipotiroidismo
Muestra signos de fatiga y piel seca.,Hipotiroidismo
"El paciente presenta memoria deficiente, dolor en las articulaciones, depresión y estreñimiento.",Hipotiroidismo
"Se queja de dolor en las articulaciones, frío constante, colesterol alto, piel seca y cabello fino.",Hipotiroidismo
"Se queja de memoria deficiente, frío constante, depresión y colesterol alto.",Hipotiroidismo
"depresión, fatiga, debilidad muscular y memoria deficiente, y además presenta otros signos.",Hipotiroidismo
"Experimenta estreñimiento, dolor en las articulaciones y frío constante de forma recurrente.",Hipotiroidismo
"El cuadro clínico incluye debilidad muscular, memoria deficiente, aumento de peso, depresión y estreñimiento.",Hipotiroidismo
"Reporta tener memoria deficiente, dolor en las articulaciones, piel seca y depresión.",Hipotiroidismo
"El paciente presenta debilidad muscular, depresión, frío constante, piel seca y fatiga.",Hipotiroidismo
"Muestra signos de depresión, memoria deficiente y frío constante.",Hipotiroidismo
"Se queja de aumento de peso, debilidad muscular y dolor en las articulaciones.",Hipotiroidismo
Tiene síntomas como colesterol alto y piel seca.,Hipotiroidismo
"Los síntomas incluyen depresión, piel seca, colesterol alto, aumento de peso y dolor en las articulaciones.",Hipotiroidismo
"Reporta tener cabello fino, piel seca, fatiga, aumento de peso y depresión.",Hipotiroidismo
"Reporta tener dolor en las articulaciones, colesterol alto y aumento de peso.",Hipotiroidismo
"Experimenta estreñimiento, cabello fino y dolor en las articulaciones de forma recurrente.",Hipotiroidismo
"El cuadro clínico incluye estreñimiento, aumento de peso y debilidad muscular.",Hipotiroidismo
"Se queja de cabello fino, colesterol alto, piel seca y memoria deficiente.",Hipotiroidismo
"El paciente presenta debilidad muscular, memoria deficiente y estreñimiento.",Hipotiroidismo
"Experimenta frío constante, piel seca, aumento de peso y depresión de forma recurrente.",Hipotiroidismo
"El paciente presenta cabello fino, colesterol alto y piel seca.",Hipotiroidismo
"Sufre de colesterol alto, dolor en las articulaciones, piel seca y cabello fino.",Hipotiroidismo
"El paciente presenta depresión, dolor en las articulaciones, memoria deficiente, estreñimiento y frío constante.",Hipotiroidismo
Se queja de piel seca y frío constante.,Hipotiroidismo
"Muestra signos de debilidad muscular, fatiga, colesterol alto, piel seca y depresión.",Hipotiroidismo
"Tiene síntomas como debilidad muscular, depresión, fatiga y memoria deficiente.",Hipotiroidismo
"Experimenta depresión, fatiga, colesterol alto y debilidad muscular de forma recurrente.",Hipotiroidismo
"piel seca, debilidad muscular, fatiga y memoria deficiente, y además presenta otros signos.",Hipotiroidismo
Reporta tener depresión y frío constante.,Hipotiroidismo
Tiene síntomas como aumento de peso y cabello fino.,Hipotiroidismo
"cabello fino y colesterol alto, y además presenta otros signos.",Hipotiroidismo
"Sufre de frío constante, colesterol alto y fatiga.",Hipotiroidismo
"Los síntomas incluyen debilidad muscular, dolor en las articulaciones y frío constante.",Hipotiroidismo
"Los síntomas incluyen cabello fino, piel seca, estreñimiento, dolor en las articulaciones y fatiga.",Hipotiroidismo
"Se queja de piel seca, dolor en las articulaciones, fatiga y memoria deficiente.",Hipotiroidismo
"Muestra signos de frío constante, dolor en las articulaciones y depresión.",Hipotiroidismo
"El cuadro clínico incluye depresión, cabello fino y piel seca.",Hipotiroidismo
"Muestra signos de depresión, debilidad muscular, frío constante, cabello fino y fatiga.",Hipotiroidismo
"Tiene síntomas como estreñimiento, aumento de peso, memoria deficiente, colesterol alto y fatiga.",Hipotiroidismo
"Sufre de debilidad muscular, aumento de peso y piel seca.",Hipotiroidismo
"piel seca, fatiga, dolor en las articulaciones y frío constante, y además presenta otros signos.",Hipotiroidismo
"Muestra signos de fatiga, cabello fino y piel seca.",Hipotiroidismo
"El paciente presenta memoria deficiente, cabello fino y debilidad muscular.",Hipotiroidismo
"El cuadro clínico incluye depresión, estreñimiento, aumento de peso, piel seca y dolor en las articulaciones.",Hipotiroidismo
"colesterol alto, aumento de peso, frío constante, debilidad muscular y fatiga, y además presenta otros signos.",Hipotiroidismo
"Sufre de estreñimiento, aumento de peso, debilidad muscular y piel seca.",Hipotiroidismo
"Tiene síntomas como memoria deficiente, dolor en las articulaciones, colesterol alto y fatiga.",Hipotiroidismo
"El paciente presenta colesterol alto, depresión y estreñimiento.",Hipotiroidismo
El cuadro clínico incluye piel seca y depresión.,Hipotiroidismo
"Reporta tener piel seca, memoria deficiente, estreñimiento, dolor en las articulaciones y cabello fino.",Hipotiroidismo
"El paciente presenta colesterol alto, fatiga, frío constante y depresión.",Hipotiroidismo
El paciente presenta debilidad muscular y piel seca.,Hipotiroidismo
"El paciente presenta aumento de peso, frío constante, fatiga y memoria deficiente.",Hipotiroidismo
Tiene síntomas como debilidad muscular y dolor en las articulaciones.,Hipotiroidismo
"Muestra signos de piel seca, frío constante y fatiga.",Hipotiroidismo
"Tiene síntomas como estreñimiento, piel seca, frío constante y aumento de peso.",Hipotiroidismo
"Tiene síntomas como cabello fino, frío constante, debilidad muscular, dolor en las articulaciones y fatiga.",Hipotiroidismo
"Se queja de fatiga, aumento de peso, dolor en las articulaciones, colesterol alto y cabello fino.",Hipotiroidismo
"Muestra signos de memoria deficiente, piel seca y fatiga.",Hipotiroidismo
"Los síntomas incluyen aumento de peso, depresión, dolor en las articulaciones, cabello fino y colesterol alto.",Hipotiroidismo
"Tiene síntomas como dolor en las articulaciones, piel seca, debilidad muscular, frío constante y depresión.",Hipotiroidismo
"El paciente presenta estreñimiento, piel seca, colesterol alto y frío constante.",Hipotiroidismo
"Reporta tener piel seca, dolor en las articulaciones, depresión, cabello fino y memoria deficiente.",Hipotiroidismo
"memoria deficiente, estreñimiento, dolor en las articulaciones, colesterol alto y fatiga, y además presenta otros signos.",Hipotiroidismo
"Tiene síntomas como aumento de peso, piel seca y estreñimiento.",Hipotiroidismo
El paciente presenta debilidad muscular y aumento de peso.,Hipotiroidismo
"Se queja de cabello fino, fatiga, estreñimiento y depresión.",Hipotiroidismo
"Reporta tener piel seca, fatiga, dolor en las articulaciones, colesterol alto y aumento de peso.",Hipotiroidismo
"Tiene síntomas como aumento de peso, memoria deficiente, piel seca y cabello fino.",Hipotiroidismo
Se queja de aumento de peso y estreñimiento.,Hipotiroidismo
"Se queja de aumento de peso, memoria deficiente y estreñimiento.",Hipotiroidismo
"Experimenta dolor en las articulaciones, colesterol alto, frío constante y memoria deficiente de forma recurrente.",Hipotiroidismo
Reporta tener cabello fino y debilidad muscular.,Hipotiroidismo
"Experimenta memoria deficiente, frío constante y aumento de peso de forma recurrente.",Hipotiroidismo
"Reporta tener fatiga, colesterol alto y dolor en las articulaciones.",Hipotiroidismo
"Muestra signos de fatiga, memoria deficiente y estreñimiento.",Hipotiroidismo
"El cuadro clínico incluye frío constante, memoria deficiente, piel seca, depresión y aumento de peso.",Hipotiroidismo
"Reporta tener debilidad muscular, frío constante y colesterol alto.",Hipotiroidismo
"Muestra signos de colesterol alto, aumento de peso y fatiga.",Hipotiroidismo
"debilidad muscular, memoria deficiente, estreñimiento, fatiga y frío constante, y además presenta otros signos.",Hipotiroidismo
"El paciente presenta confusión, ansiedad, desorientación y dificultad para hablar.",Enfermedad de Alzheimer
"Tiene síntomas como problemas visuales, aislamiento, cambios de personalidad y dificultad para hablar.",Enfermedad de Alzheimer
"Experimenta ansiedad, cambios de personalidad, aislamiento, confusión y pérdida de memoria de forma recurrente.",Enfermedad de Alzheimer
"Experimenta perder objetos, ansiedad, dificultad para hablar, desorientación y dificultad para realizar tareas de forma recurrente.",Enfermedad de Alzheimer
"Los síntomas incluyen desorientación, confusión, dificultad para realizar tareas y ansiedad.",Enfermedad de Alzheimer
"Se queja de pérdida de memoria, dificultad para hablar y desorientación.",Enfermedad de Alzheimer
"Experimenta aislamiento, problemas visuales y desorientación de forma recurrente.",Enfermedad de Alzheimer
El cuadro clínico incluye ansiedad y perder objetos.,Enfermedad de Alzheimer
"Muestra signos de perder objetos, ansiedad y dificultad para realizar tareas.",Enfermedad de Alzheimer
Muestra signos de pérdida de memoria y cambios de personalidad.,Enfermedad de Alzheimer
"Tiene síntomas como confusión, dificultad para hablar, desorientación y perder objetos.",Enfermedad de Alzheimer
Se queja de dificultad para realizar tareas y pérdida de memoria.,Enfermedad de Alzheimer
"Sufre de cambios de personalidad, perder objetos, dificultad para realizar tareas, confusión y dificultad para hablar.",Enfermedad de Alzheimer
"Tiene síntomas como dificultad para realizar tareas, ansiedad y problemas visuales.",Enfermedad de Alzheimer
"El paciente presenta problemas visuales, desorientación, aislamiento, ansiedad y dificultad para realizar tareas.",Enfermedad de Alzheimer
"Tiene síntomas como cambios de personalidad, aislamiento y confusión.",Enfermedad de Alzheimer
"Los síntomas incluyen dificultad para realizar tareas, pérdida de memoria, desorientación y problemas visuales.",Enfermedad de Alzheimer
"Sufre de confusión, problemas visuales, dificultad para hablar y cambios de personalidad.",Enfermedad de Alzheimer
Se queja de ansiedad y dificultad para hablar.,Enfermedad de Alzheimer
"El cuadro clínico incluye aislamiento, desorientación y confusión.",Enfermedad de Alzheimer
Se queja de problemas visuales y desorientación.,Enfermedad de Alzheimer
Muestra signos de dificultad para realizar tareas y confusión.,Enfermedad de Alzheimer
